mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
6	6	22	22	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	34										1	
6	6	22	22	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	35										1	
6	6	22	22	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	36										1	
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	37										1	
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	38											
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	39											
6	6	20	20	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	40									3		
7	7	24	24	0.0	0	0	Spanner	4/4	1	1	0															
7	7	25	25	0.0	1/4	1/4	Dynamic	4/4	1	1	0					pp										
7	7	25	25	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	41									4		
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	42									4		
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	43											
7	7	25	25	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	44									5		
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	45									5		
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	46											
8	8	28	28	0.0	0	0	Spanner	4/4	1	1	0															0
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	47									6		0
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	48											0
8	8	31	31	0.0	3/4	3/4	Spanner	4/4	1	1	0															
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	49									7		
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	50											
9	9	32	32	0.0	0	0	Dynamic	4/4	1	1	0					p										
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	51									8		
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	52									8		
9	9	32	32	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	53											
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	54											
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	55											
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	56											
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	57											
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	58											
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	59											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	60											
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	61									9		
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	62									9		
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	63											
10	10	36	36	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	64											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	65											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	66											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	67											
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	68											
10	10	37	37	3.0	1/4	1/4	Chord	4/4	1	3	3/4		1/2	3/2	69											
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	70											
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	71											
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	72											
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	73									10		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	74									10		
11	11	40	40	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	75											
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	76											
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	77											
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	78											
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	79											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	80											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	81											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	82											
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	83									11		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	84									11		
12	12	44	44	0.0	0	0	StaffText	4/4	1	1	0							ritard.								
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	85											
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	86											
12	12	287/6	287/6	0.0	23/24	23/24	Dynamic	4/4	1	1	0					pp										
12	12	287/6	287/6	0.0	23/24	23/24	Spanner	4/4	1	1	0														2	
12	12	287/6	287/6	0.3333333333333333	23/24	23/24	Chord	4/4	1	1	1/12		1/8	2/3	87									12	2	
12	12	289/6	289/6	0.3333333333333333	25/24	25/24	Chord	4/4	1	1	1/12		1/8	2/3	88									12	2	
12	12	97/2	97/2	0.3333333333333333	9/8	9/8	Chord	4/4	1	1	1/12		1/8	2/3	89									12	2	
12	12	293/6	293/6	0.3333333333333333	29/24	29/24	Chord	4/4	1	1	1/12		1/8	2/3	90									12	2	
12	12	295/6	295/6	0.3333333333333333	31/24	31/24	Chord	4/4	1	1	1/12		1/8	2/3	91									12	2	
12	12	99/2	99/2	0.0	11/8	11/8	Spanner	4/4	1	1	0													12		
12	12	99/2	99/2	1.5	11/8	11/8	Chord	4/4	1	1	3/8		1/4	3/2	92									12		
12	12	51	51	0.5	7/4	7/4	Chord	4/4	1	1	1/8		1/8	1	93									12		
12	12	103/2	103/2	1.0	15/8	15/8	Chord	4/4	1	1	1/4		1/4	1	94									12		
12	12	105/2	105/2	2.0	17/8	17/8	Chord	4/4	1	1	1/2		1/2	1	95											
12	12	109/2	109/2	0.0	21/8	21/8	Chord	4/4	1	1	0	acciaccatura	1/8	1	96											
12	12	109/2	109/2	0.25	21/8	21/8	Chord	4/4	1	1	1/16		1/16	1	97											
12	12	219/4	219/4	0.25	43/16	43/16	Chord	4/4	1	1	1/16		1/16	1	98											
12	12	55	55	0.25	11/4	11/4	Chord	4/4	1	1	1/16		1/16	1	99											
12	12	221/4	221/4	0.25	45/16	45/16	Chord	4/4	1	1	1/16		1/16	1	100											
12	12	111/2	111/2	0.25	23/8	23/8	Chord	4/4	1	1	1/16		1/16	1	101											
12	12	223/4	223/4	4.0	47/16	47/16	Chord	4/4	1	1	1		1	1	102											
12	12	239/4	239/4	0.3333333333333333	63/16	63/16	Chord	4/4	1	1	1/12		1/8	2/3	103											
12	12	721/12	721/12	0.3333333333333333	193/48	193/48	Chord	4/4	1	1	1/12		1/8	2/3	104									13		
12	12	725/12	725/12	0.3333333333333333	197/48	197/48	Chord	4/4	1	1	1/12		1/8	2/3	105									13		
12	12	243/4	243/4	0.3333333333333333	67/16	67/16	Chord	4/4	1	1	1/12		1/8	2/3	106									13		
12	12	733/12	733/12	0.3333333333333333	205/48	205/48	Chord	4/4	1	1	1/12		1/8	2/3	107									13		
12	12	737/12	737/12	0.3333333333333333	209/48	209/48	Chord	4/4	1	1	1/12		1/8	2/3	108									13		
12	12	247/4	247/4	0.0	71/16	71/16	StaffText	4/4	1	1	0							"<font size=""12""/>ritard."						13		
12	12	247/4	247/4	0.0	71/16	71/16	Spanner	4/4	1	1	0													13		1
12	12	247/4	247/4	0.3333333333333333	71/16	71/16	Chord	4/4	1	1	1/12		1/8	2/3	109		articStaccatoAbove							13		1
12	12	745/12	745/12	0.3333333333333333	217/48	217/48	Chord	4/4	1	1	1/12		1/8	2/3	110		articStaccatoAbove							13		1
12	12	749/12	749/12	0.3333333333333333	221/48	221/48	Chord	4/4	1	1	1/12		1/8	2/3	111		articStaccatoAbove							13		1
12	12	251/4	251/4	0.3333333333333333	75/16	75/16	Chord	4/4	1	1	1/12		1/8	2/3	112		articStaccatoAbove							13		1
12	12	757/12	757/12	0.3333333333333333	229/48	229/48	Chord	4/4	1	1	1/12		1/8	2/3	113		articStaccatoAbove							13		1
12	12	761/12	761/12	0.3333333333333333	233/48	233/48	Chord	4/4	1	1	1/12		1/8	2/3	114		articStaccatoAbove									1
12	12	44	44	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	115											1
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	116											1
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	117											1
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	118											1
12	12	673/12	673/12	0.3333333333333333	145/48	145/48	Chord	4/4	1	2	1/12		1/8	2/3	119											1
12	12	677/12	677/12	0.3333333333333333	149/48	149/48	Chord	4/4	1	2	1/12		1/8	2/3	120											1
12	12	227/4	227/4	0.3333333333333333	51/16	51/16	Chord	4/4	1	2	1/12		1/8	2/3	121											1
12	12	685/12	685/12	0.3333333333333333	157/48	157/48	Chord	4/4	1	2	1/12		1/8	2/3	122											1
12	12	689/12	689/12	0.3333333333333333	161/48	161/48	Chord	4/4	1	2	1/12		1/8	2/3	123											1
12	12	231/4	231/4	1.5	55/16	55/16	Chord	4/4	1	2	3/8		1/4	3/2	124											1
12	12	237/4	237/4	0.5	61/16	61/16	Chord	4/4	1	2	1/8		1/8	1	125											1
12	12	89/2	89/2	1.5	1/8	1/8	Chord	4/4	1	3	3/8		1/4	3/2	126											1
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	127									11		
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	128											
12	12	223/4	223/4	0.0	47/16	47/16	Spanner	4/4	2	1	0														3	
12	12	223/4	223/4	3.0	47/16	47/16	Chord	4/4	2	1	3/4		1/2	3/2	129										3	
12	12	235/4	235/4	0.0	59/16	59/16	Spanner	4/4	2	1	0															
12	12	235/4	235/4	1.0	59/16	59/16	Chord	4/4	2	1	1/4		1/4	1	130											
12	12	239/4	239/4	1.0	63/16	63/16	Chord	4/4	2	1	1/4		1/4	1	131									14		
12	12	243/4	243/4	3.0	67/16	67/16	Chord	4/4	2	1	3/4		1/2	3/2	132											
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	133											
12	12	239/4	239/4	2.0	63/16	63/16	Chord	4/4	2	2	1/2		1/2	1	134											
13	13	255/4	255/4	0.0	0	0	Dynamic	4/4	1	1	0					p										
13	13	255/4	255/4	0.0	0	0	Spanner	4/4	1	1	0															
13	13	255/4	255/4	0.0	0	0	Spanner	4/4	1	1	0														4	
13	13	255/4	255/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	135									15	4	
13	13	263/4	263/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	136									15	4	
13	13	255/4	255/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	137									16		
13	13	263/4	263/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	138									16		
14	14	271/4	271/4	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	139									15	4	
14	14	283/4	283/4	0.0	3/4	3/4	Spanner	4/4	1	1	0													15		
14	14	283/4	283/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	140									15		
14	14	271/4	271/4	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	141									16		
14	14	283/4	283/4	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	142									16		
15	15	287/4	287/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	143									15		
15	15	295/4	295/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	144									15		
15	15	295/4	295/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	145									15		
15	15	295/4	295/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	146									15		
15	15	295/4	295/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	147									15		
15	15	295/4	295/4	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	148									15		
15	15	301/4	301/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	149									15		
15	15	287/4	287/4	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	150											
15	15	295/4	295/4	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	151											
15	15	287/4	287/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	152									16		
15	15	295/4	295/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	153									16		
16	16	303/4	303/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	154									15		
16	16	311/4	311/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	155											
16	16	303/4	303/4	4.0	0	0	Chord	4/4	1	2	1		1	1	156											
16	16	303/4	303/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	157									16		
16	16	311/4	311/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	158											
16	16	303/4	303/4	4.0	0	0	Chord	4/4	2	2	1		1	1	159											
17	17	319/4	319/4	0.0	0	0	Spanner	4/4	1	1	0														5	
17	17	319/4	319/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	160									17	5	
17	17	327/4	327/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	161									17	5	
17	17	319/4	319/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	162											
17	17	327/4	327/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	163											
17	17	319/4	319/4	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	164									18		
17	17	327/4	327/4	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	165									18		
18	18	335/4	335/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	166									17	5	
18	18	169/2	169/2	0.0	3/16	3/16	StaffText	4/4	1	1	0							"<i><font size=""12""/>rit.</i>"						17	5	
18	18	343/4	343/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	167										5	
18	18	343/4	343/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	168										5	
18	18	343/4	343/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	169										5	
18	18	343/4	343/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	170										5	
18	18	343/4	343/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	171										5	
18	18	343/4	343/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	172										5	
18	18	335/4	335/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	173											
18	18	335/4	335/4	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	174									18		
18	18	343/4	343/4	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	175											
19	19	351/4	351/4	0.0	0	0	Spanner	4/4	1	1	0															
19	19	355/4	355/4	0.0	1/4	1/4	Dynamic	4/4	1	1	0					pp										
19	19	355/4	355/4	0.0	1/4	1/4	StaffText	4/4	1	1	0							"<font size=""12""/>ritardando"								
19	19	355/4	355/4	0.0	1/4	1/4	Spanner	4/4	1	1	0															2
19	19	355/4	355/4	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	176									19		2
19	19	363/4	363/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	177									19		2
19	19	183/2	183/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	178											2
19	19	355/4	355/4	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	179									20		
19	19	363/4	363/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	180									20		
19	19	183/2	183/2	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	181											
20	20	367/4	367/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	182									21		2
20	20	375/4	375/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	183											2
20	20	367/4	367/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	184									22		
20	20	375/4	375/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	185											
21	21	387/4	387/4	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	186									23		2
21	21	395/4	395/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	187									23		2
21	21	199/2	199/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	188											2
21	21	387/4	387/4	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	189									24		
21	21	395/4	395/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	190									24		
21	21	199/2	199/2	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	191											
22	22	399/4	399/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	192									25		2
22	22	407/4	407/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	193											2
22	22	399/4	399/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	194									26		
22	22	407/4	407/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	195											
23	23	419/4	419/4	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	196											2
23	23	427/4	427/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	197											2
23	23	419/4	419/4	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	198											
23	23	427/4	427/4	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	199											
24	24	435/4	435/4	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	200											2
24	24	443/4	443/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	201											2
24	24	435/4	435/4	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	202											
24	24	443/4	443/4	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	203											
25	25	447/4	447/4	0.0	0	0	Spanner	4/4	1	1	0															
25	25	447/4	447/4	4.0	0	0	Chord	4/4	1	1	1		1	1	204											
25	25	447/4	447/4	4.0	0	0	Chord	4/4	2	1	1		1	1	205											
